Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бетон "Выбор строителя" - Полоса опасности
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бетон "Выбор строителя" - Пустыня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бетон "Выбор строителя" - Бронза
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бетонная плитка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Асбестобетон
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замшелые бетонные обломки
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Дюкрет
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Дюкретовая плитка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Арматурный железобетонный столб
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бетонные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замшелые бетонные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Потресканные бетонные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Сломанные бетонные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обозначенные бетонные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Дюкретовые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обсидиановые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Сетка из соединения
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Легкие кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Шамотные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плита из стали Альянса
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Усиленные кирпичи из стали Альянса
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Большая виниловая плитка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Маленькие виниловые плитки
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лабораторная плитка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Треснувшая лабораторная плитка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок метеорита
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Метеоритный булыжник
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Разбитый блок метеорита
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок метеоритных сокровищ
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Полированный метеоритный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Метеоритные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замшелые метеоритные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Треснувшие метеоритные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Высеченные метеоритные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Метеоритный столб
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Генератор статического электричества из звездного металла
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Потресканные энаргитовые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Хрупкие энаргитовые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Магматические энаргитовые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Радиоактивные энаргитовые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Магические энаргитовые кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Энаргитовые кирпичи с глифами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Круг Механиста
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - tile.brick_forgotten.name
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кирпичи красной комнаты
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Giant Glowing Mushroom Block
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Giant Glowing Mushroom Stem
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок улья глифидов
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок улья глифидов
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лунный грунт
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Тринититовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Красная тринититовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обугленное бревно
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обугленные деревянные доски
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замороженная трава
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замороженная земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замороженное бревно
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замороженные доски
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Мертвая земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пропитанная нефтью земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пропитанный нефтью песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пропитанный нефтью красный песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Треснутый камень
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Тектит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Перемешанный с осмиридием Тектит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Погашенный селлафит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Bedrock Sellafite
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Селлафитовая алмазная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Селлафитовая изумрудная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обожженная селлафитовая урановая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Селлафитовая шрабидиевая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Селлафитовый радиоактивный самоцвет
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Динамит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Настоящий ТНТ
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Семтекс
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - C-4
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Вулканическая бомба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Война в коробке
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Левитационная бомба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Эндотермическая бомба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Экзотермическая бомба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ЭМИ-бомба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Заряд взрывчатки
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ядерный заряд
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Шахтёрский заряд
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пепел
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Борный песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Свинцовый песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Урановый песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Полониевый песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кварцевый песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Рама люка пусковой щахты
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Открыватель люка пусковой щахты
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Внешний нагреватель пресса
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Генератор потенциала ZPE (верх)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ускорителя частиц
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ускорителя частиц (Синий)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ускорителя частиц (Чёрный)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ускорителя частиц (Жёлтый)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ускорителя частиц (Крутые полосы опасности)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ускорителя частиц (ВОЛЬТЗ)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная сверхпроводящая катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная золотая катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная неодимовая катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная сверхпроводящая 4000K катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная шрабидиевая катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная шрабидатавая катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная звёзднометаллическая катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная хлорофитовая катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотная месе катушка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стенка камеры ускорителя частиц
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кулер ускорителя частиц
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кулер ускорителя частиц - The Palindrome Special
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Паровой проводник РБМК
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Шина конденсатора
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Мешки с песком
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Телепортационный якорь
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Подавитель высокоэнергитических полей
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стол модификации брони
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок-компонент пусковой площадки
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Подмосток пусковой площадки
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - tile.transission_hatch.name
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Корпус базовой фабрики
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Корпус усовершенствованной фабрики
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Корпус машины из стали
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Корпус машины из продвинутого сплава
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Корпус машины из деша
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Корпус машины из технециевой стали
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лист из стали
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лист из продвинутого сплава
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лист из деша
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лист из технециевой стали
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Моторный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Моторный блок из деша
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Моторный блок из висмута
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок микросхем 1-го уровня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок микросхем 2-го уровня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок микросхем 3-го уровня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок микросхем 4-го уровня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок микросхем 5-го уровня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Приемник нейтронного потока
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Теплоприемник
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Якорь для кастомных машин
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Топливный стержень ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Регулирующие стержни ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Каналы с охладителем ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Теплообменник ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Радиатор ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Источник нейтронов ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Нейтронный отражатель ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Внешняя обшивка ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Люк доступа ВВЭР
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Сверхпроводящий магнит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Сверхпроводящий магнит (Сваренный)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Центральный элемент магнита
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Элемент магнитного мотора
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Компонент нагревателя плазмы
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Люк доступа термоядерного реактора
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка лазера ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Порт лазера ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лазерная ячейка ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лазерный излучатель ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лазерный конденсатор ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Турбоусилитель лазера ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стабилизатор ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стенка активной зоны ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стенка активной зоны ICF (Сваренная)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ICF
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обшивка ICF (Заклепанный)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Камера реакции Ватцза
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Суперохладитель реактора Ватцза
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стабилизатор реактора Ватцза
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стабилизатор реактора Ватцза (Заклепанный)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Порт электричества Ватцза
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Книга знаний
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ящик снабжения
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ящик с оружием
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ящик с радиоактивными материалами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ящик с механизмами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Красный ящик
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ящик из звёздного металла
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ящик из энаргита
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Труба для извлечения неочищенной нефти
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Закаленный темный кристалл
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пульсирующий кристалл
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Грязь
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Розовое дерево
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Розовые доски
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - tile.pink_double_slab.name
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (0 ~ Natural Floor)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (1 ~ Barrier)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (2)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (3)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (4)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (5)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (6)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (7)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (8)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (9)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (10)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (11)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (12)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (13)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (14)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Solid (15)
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Медная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Оловянная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Серебряная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Свинцовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Никелевая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Платиновая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Мифриловая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Медный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Оловянный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Серебряный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Свинцовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Никелевый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Платиновый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Мифриловый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Электрумовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Инваровый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бронзовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Синаловый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ламиумовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок эндериума
appliedenergistics2:item.ItemCrystalSeed:0, Семя истинного кварца
appliedenergistics2:item.ItemCrystalSeed:600, Семя кварца Нижнего мира
appliedenergistics2:item.ItemCrystalSeed:1200, Изменчивое семя
appliedenergistics2:item.ItemCrystalSeed:0, Семя истинного кварца
appliedenergistics2:item.ItemCrystalSeed:600, Семя кварца Нижнего мира
appliedenergistics2:item.ItemCrystalSeed:1200, Изменчивое семя
appliedenergistics2:item.ItemCrystalSeed:0, Семя истинного кварца
appliedenergistics2:item.ItemCrystalSeed:600, Семя кварца Нижнего мира
appliedenergistics2:item.ItemCrystalSeed:1200, Изменчивое семя
appliedenergistics2:item.ItemEncodedPattern, Кодированный шаблон
appliedenergistics2:item.ItemMultiMaterial:28, Продвинутая карта
appliedenergistics2:item.ItemMultiMaterial:44, Ядро истребления
appliedenergistics2:item.ItemMultiMaterial:25, Базовая карта
appliedenergistics2:item.ItemMultiMaterial:52, Пустой шаблон
appliedenergistics2:item.ItemMultiMaterial:23, Вычислительный процессор
appliedenergistics2:item.ItemMultiMaterial:13, Вычислительный пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:16, Отпечатанный вычислительный контур
appliedenergistics2:item.ItemMultiMaterial:63, Продвинутая карта блокировки
appliedenergistics2:item.ItemMultiMaterial:27, Карта ёмкости
appliedenergistics2:item.ItemMultiMaterial:53, Карта создания
appliedenergistics2:item.ItemMultiMaterial:29, Карта нечёткости
appliedenergistics2:item.ItemMultiMaterial:31, Карта инвертирования
appliedenergistics2:item.ItemMultiMaterial:65, Locking Card
appliedenergistics2:item.ItemMultiMaterial:55, Карта фильтрации по словарю руд
appliedenergistics2:item.ItemMultiMaterial:54, Карта ёмкости интерфейса
appliedenergistics2:item.ItemMultiMaterial:62, Карта автозагрузки шаблонов
appliedenergistics2:item.ItemMultiMaterial:26, Карта красного камня
appliedenergistics2:item.ItemMultiMaterial:30, Карта ускорения
appliedenergistics2:item.ItemMultiMaterial:64, Sticky Card
appliedenergistics2:item.ItemMultiMaterial:56, Карта гиперускорения
appliedenergistics2:item.ItemMultiMaterial:58, 1024k МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:34, 128³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:60, 16384k МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:33, 16³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:37, 16К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:35, 1К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:57, 256k МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:32, 2³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:59, 4096k МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:36, 4К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:38, 64К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:0, Кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:1, Заряженный кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:2, Пыль истинного кварца
appliedenergistics2:item.ItemMultiMaterial:61, МЭ продвинутый корпус ячейки хранения
appliedenergistics2:item.ItemMultiMaterial:39, МЭ корпус ячейки хранения
appliedenergistics2:item.ItemMultiMaterial:46, Пыль Края
appliedenergistics2:item.ItemMultiMaterial:24, Инженерный процессор
appliedenergistics2:item.ItemMultiMaterial:14, Инженерный пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:17, Отпечатанный инженерный контур
appliedenergistics2:item.ItemMultiMaterial:4, Мука
appliedenergistics2:item.ItemMultiMaterial:7, Изменчивый кристалл
appliedenergistics2:item.ItemMultiMaterial:8, Изменчивая пыль
appliedenergistics2:item.ItemMultiMaterial:9, Изменчивая жемчужина
appliedenergistics2:item.ItemMultiMaterial:43, Ядро формирования
appliedenergistics2:item.ItemMultiMaterial:22, Логический процессор
appliedenergistics2:item.ItemMultiMaterial:15, Логический пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:18, Отпечатанный логический контур
appliedenergistics2:item.ItemMultiMaterial:6, Шарик материи
appliedenergistics2:item.ItemMultiMaterial:21, Именующий пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:10, Чистый кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:12, Чистый изменчивый кристалл
appliedenergistics2:item.ItemMultiMaterial:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:item.ItemMultiMaterial:48, Квантовая запутанная сингулярность
appliedenergistics2:item.ItemMultiMaterial:19, Кремниевый пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:20, Отпечатанный кремний
appliedenergistics2:item.ItemMultiMaterial:47, Сингулярность
appliedenergistics2:item.ItemMultiMaterial:45, Пыль небесного камня
appliedenergistics2:item.ItemMultiMaterial:41, Беспроводной приёмник
appliedenergistics2:item.ItemMultiMaterial:42, Беспроводной усилитель
appliedenergistics2:item.ItemMultiPart:300, МЭ плоскость истребления
appliedenergistics2:item.ItemMultiPart:120, Кабельный якорь
appliedenergistics2:item.ItemMultiPart:20, МЭ закрытый кабель - Белый
appliedenergistics2:item.ItemMultiPart:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:26, МЭ закрытый кабель - Розовый
appliedenergistics2:item.ItemMultiPart:27, МЭ закрытый кабель - Серый
appliedenergistics2:item.ItemMultiPart:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:31, МЭ закрытый кабель - Синий
appliedenergistics2:item.ItemMultiPart:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:33, МЭ закрытый кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:34, МЭ закрытый кабель - Красный
appliedenergistics2:item.ItemMultiPart:35, МЭ закрытый кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:36, МЭ закрытый кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:60, МЭ плотный кабель - Белый
appliedenergistics2:item.ItemMultiPart:61, МЭ плотный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:62, МЭ плотный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:63, МЭ плотный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:64, МЭ плотный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:65, МЭ плотный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:66, МЭ плотный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:67, МЭ плотный кабель - Серый
appliedenergistics2:item.ItemMultiPart:68, МЭ плотный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:69, МЭ плотный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:70, МЭ плотный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:71, МЭ плотный кабель - Синий
appliedenergistics2:item.ItemMultiPart:72, МЭ плотный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:73, МЭ плотный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:74, МЭ плотный кабель - Красный
appliedenergistics2:item.ItemMultiPart:75, МЭ плотный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:76, МЭ плотный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:520, МЭ покрытый плотный кабель - Белый
appliedenergistics2:item.ItemMultiPart:521, МЭ покрытый плотный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:522, МЭ покрытый плотный кабель - Сиреневый
